,job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,posted_date,company_size,tools_preferred,salary_min_usd,salary_max_usd
582,583,Robinson-Murphy,Automotive,AI Researcher,"Power BI, Python, GCP, C++",Mid,Full-time,"East Raymond, NR",2024-03-26,Large,"Scikit-learn, FastAPI, TensorFlow",69967.0,88953.0
583,584,"Jenkins, Shelton and Galloway",Tech,Data Analyst,"CUDA, AWS, Scikit-learn",Mid,Internship,"Port Jenniferhaven, DM",2024-05-26,Mid,MLflow,117659.0,216166.0
584,585,"Oconnor, Montgomery and Figueroa",Retail,Quant Researcher,"Python, LangChain, Pandas, TensorFlow",Mid,Internship,"Lake Elizabeth, BA",2023-12-12,Startup,MLflow,59894.0,135142.0
585,586,Lin-Robinson,Automotive,AI Researcher,"Hugging Face, Azure, NumPy",Senior,Full-time,"Jamesmouth, TO",2025-07-19,Mid,"LangChain, Scikit-learn, MLflow",137561.0,211332.0
586,587,"Thompson, Mosley and Mitchell",E-commerce,ML Engineer,"R, Scikit-learn, SQL, LangChain",Entry,Internship,"Lake April, UA",2024-02-13,Startup,PyTorch,116335.0,171155.0
587,588,Austin-Burke,Retail,NLP Engineer,"FastAPI, SQL, Scikit-learn, NumPy, Excel, PyTorch",Senior,Remote,"South Christophermouth, PW",2024-05-16,Mid,"PyTorch, BigQuery",96083.0,149737.0
588,589,Smith-Webster,E-commerce,NLP Engineer,"Power BI, Scikit-learn, R, Python, Keras",Senior,Contract,"West Karen, DK",2025-02-28,Large,"TensorFlow, KDB+, MLflow",143953.0,177085.0
589,590,Bennett and Sons,Education,Data Scientist,"C++, Reinforcement Learning, Azure, CUDA, MLflow",Entry,Full-time,"Burnetttown, KE",2024-05-13,Startup,BigQuery,75110.0,92187.0
590,591,Hess-Hobbs,Healthcare,Data Scientist,"Keras, AWS, NumPy, MLflow, TensorFlow, Flask",Mid,Contract,"Jacquelineview, MN",2025-02-06,Large,"Scikit-learn, KDB+, MLflow",121197.0,140025.0
591,592,Scott-Garcia,Tech,NLP Engineer,"Flask, Power BI, LangChain, Excel, MLflow, R",Senior,Remote,"Raymondville, SR",2024-03-03,Mid,"FastAPI, TensorFlow, MLflow",54151.0,79891.0
592,593,Scott Ltd,Automotive,Quant Researcher,"Hugging Face, MLflow, CUDA, Python, Keras, SQL",Senior,Contract,"Lake Colleenmouth, NA",2024-12-29,Large,"TensorFlow, FastAPI, Scikit-learn",149692.0,200124.0
593,594,"Wheeler, Thompson and Rivera",Finance,Computer Vision Engineer,"Pandas, MLflow, TensorFlow, Power BI",Mid,Remote,"Jacobland, BR",2025-04-27,Startup,"LangChain, KDB+, BigQuery",59190.0,136850.0
594,595,Collins LLC,Finance,ML Engineer,"R, CUDA, TensorFlow",Senior,Internship,"Ryanfort, SB",2024-12-26,Large,"PyTorch, LangChain",109704.0,209632.0
595,596,"Decker, Wilson and Daniel",Education,NLP Engineer,"Azure, Excel, Power BI, SQL",Entry,Full-time,"North Elizabeth, VU",2024-09-30,Startup,"Scikit-learn, BigQuery, MLflow",56774.0,69344.0
596,597,Erickson-Hill,Finance,ML Engineer,"LangChain, Reinforcement Learning, CUDA, R, SQL, Excel",Senior,Internship,"Aaronview, AZ",2024-10-13,Mid,KDB+,48914.0,60214.0
597,598,"Harrison, Miller and Vasquez",Tech,Data Analyst,"Flask, Reinforcement Learning, Pandas, CUDA, Azure",Mid,Internship,"East Laceyville, FI",2024-10-21,Large,"LangChain, Scikit-learn, FastAPI",47206.0,107566.0
598,599,Avery-Randall,Tech,AI Researcher,"TensorFlow, Power BI, PyTorch",Mid,Internship,"Thomasborough, SR",2025-07-27,Mid,BigQuery,49463.0,142153.0
599,600,Gonzalez LLC,Tech,Computer Vision Engineer,"C++, Hugging Face, PyTorch, SQL",Mid,Full-time,"Lake Kaylaport, VU",2024-03-26,Large,"MLflow, LangChain, KDB+",77762.0,138650.0
600,601,Rodriguez LLC,E-commerce,AI Researcher,"LangChain, AWS, Hugging Face, Flask, R",Entry,Full-time,"Lake Jamesberg, JM",2025-06-17,Mid,"KDB+, BigQuery",67646.0,146965.0
601,602,Diaz PLC,Retail,AI Researcher,"Python, TensorFlow, GCP, R",Senior,Full-time,"Harrismouth, TR",2025-08-05,Mid,"Scikit-learn, MLflow",66539.0,114691.0
602,603,Perez-Herman,Education,NLP Engineer,"C++, GCP, Keras, AWS, TensorFlow, LangChain",Mid,Contract,"Michaelside, NA",2024-12-08,Startup,"FastAPI, KDB+",79160.0,172160.0
603,604,Reese Inc,Automotive,AI Researcher,"Python, PyTorch, Hugging Face, CUDA, Azure, MLflow",Mid,Full-time,"Webbmouth, NA",2025-03-07,Startup,"BigQuery, LangChain",147705.0,216954.0
604,605,Yang-Ross,E-commerce,AI Product Manager,"GCP, Power BI, Azure, Python",Senior,Contract,"Andrewschester, IQ",2024-11-06,Mid,"KDB+, TensorFlow, Scikit-learn",59811.0,106563.0
605,606,"Arnold, Burns and Garcia",Retail,ML Engineer,"C++, FastAPI, Scikit-learn",Senior,Remote,"Deniseport, NE",2025-03-17,Mid,"PyTorch, BigQuery, Scikit-learn",61213.0,148219.0
606,607,Blankenship-Ferguson,Education,NLP Engineer,"FastAPI, AWS, Power BI, Flask, SQL, MLflow",Senior,Remote,"Aarontown, TO",2025-05-01,Startup,"FastAPI, BigQuery",127524.0,148571.0
607,608,"Acosta, Roy and Gutierrez",Healthcare,Quant Researcher,"Python, AWS, R, Pandas, Power BI, TensorFlow",Senior,Internship,"East Erica, GY",2025-06-22,Startup,"FastAPI, Scikit-learn, LangChain",53455.0,142848.0
608,609,"Barton, Guzman and Jones",Finance,ML Engineer,"Pandas, R, LangChain",Mid,Full-time,"East Eric, FI",2025-04-30,Mid,"LangChain, PyTorch",84521.0,130961.0
609,610,Miller-Schultz,Retail,Data Scientist,"Flask, C++, NumPy, Python, GCP",Entry,Full-time,"Beckerburgh, GA",2024-04-15,Large,TensorFlow,68321.0,135101.0
610,611,Hendricks Group,Tech,ML Engineer,"Hugging Face, Flask, MLflow",Mid,Contract,"West Julie, MX",2025-06-20,Startup,"BigQuery, PyTorch",73192.0,103993.0
611,612,"Burke, Paul and Conner",Education,Data Analyst,"Excel, Reinforcement Learning, Pandas, GCP, FastAPI",Entry,Contract,"New Jerome, BA",2025-01-26,Startup,LangChain,43069.0,99172.0
612,613,Glenn-Rodriguez,Finance,Data Analyst,"SQL, GCP, Scikit-learn",Senior,Internship,"Maryton, TH",2024-05-10,Startup,"Scikit-learn, MLflow",103638.0,163765.0
613,614,Schaefer-Anderson,Tech,Computer Vision Engineer,"C++, Python, GCP",Entry,Internship,"New Natalieview, SE",2025-05-26,Large,"FastAPI, Scikit-learn, PyTorch",148791.0,234027.0
614,615,"Harris, Hopkins and Miranda",Finance,Computer Vision Engineer,"NumPy, Pandas, Reinforcement Learning",Entry,Full-time,"Brooksmouth, TR",2024-10-19,Startup,"PyTorch, Scikit-learn, TensorFlow",81873.0,126955.0
615,616,Reyes LLC,Retail,AI Product Manager,"Reinforcement Learning, Python, MLflow, Flask",Mid,Remote,"West Lynnbury, BB",2025-08-20,Startup,LangChain,107701.0,182399.0
616,617,"Smith, Adkins and Peterson",Retail,Computer Vision Engineer,"Scikit-learn, LangChain, MLflow, FastAPI",Entry,Full-time,"South Gregory, BO",2024-10-24,Large,"KDB+, FastAPI",44261.0,132348.0
617,618,Guerra and Sons,Tech,Data Analyst,"Azure, MLflow, Pandas, PyTorch",Mid,Contract,"North Timothy, SC",2024-08-17,Large,"MLflow, PyTorch, LangChain",144418.0,178671.0
618,619,Smith Inc,E-commerce,AI Product Manager,"AWS, Keras, Flask, R, PyTorch, Python",Senior,Full-time,"Bryanttown, ET",2024-02-24,Mid,"PyTorch, FastAPI",59575.0,125556.0
619,620,Rodriguez-Mcgrath,E-commerce,Data Scientist,"GCP, Keras, LangChain",Mid,Full-time,"Bonnieview, SN",2025-01-21,Large,"KDB+, FastAPI",133037.0,191935.0
620,621,"Mullen, Chaney and Morris",Automotive,ML Engineer,"R, Pandas, TensorFlow, Hugging Face, Python",Entry,Internship,"Simmonston, HT",2024-09-09,Large,"LangChain, KDB+",125183.0,172905.0
621,622,"Walker, Welch and Alexander",Finance,Quant Researcher,"SQL, Excel, Azure, PyTorch, Scikit-learn",Mid,Contract,"South Alyssaview, DK",2024-04-11,Startup,"Scikit-learn, LangChain, TensorFlow",98205.0,195671.0
622,623,Cochran Ltd,Education,ML Engineer,"SQL, NumPy, Python, Power BI, Scikit-learn",Senior,Contract,"Robinsonland, BR",2024-08-26,Large,FastAPI,83577.0,159592.0
623,624,Wells PLC,Tech,NLP Engineer,"Pandas, CUDA, R, Python, FastAPI, SQL",Entry,Internship,"Kevinfurt, FM",2025-04-06,Mid,"MLflow, LangChain, KDB+",126480.0,181097.0
624,625,Knight PLC,Tech,Data Scientist,"LangChain, Pandas, Flask, AWS",Senior,Remote,"Woodberg, PL",2024-05-12,Mid,"Scikit-learn, BigQuery",95492.0,152604.0
625,626,Rivers-Bautista,E-commerce,Data Analyst,"Power BI, NumPy, LangChain, CUDA, Reinforcement Learning, Excel",Senior,Contract,"Port Austinport, AT",2023-09-30,Large,"Scikit-learn, BigQuery",102113.0,144608.0
626,627,"Cabrera, Schultz and Walker",E-commerce,Data Analyst,"Keras, Scikit-learn, MLflow, Python, SQL, Excel",Senior,Full-time,"Jessicaland, MX",2024-04-12,Large,"TensorFlow, LangChain, MLflow",143450.0,184908.0
627,628,"Morgan, Novak and Sullivan",Education,ML Engineer,"GCP, SQL, TensorFlow, Keras, Reinforcement Learning",Entry,Remote,"North Ashley, KI",2025-07-09,Mid,"BigQuery, MLflow",72389.0,120591.0
628,629,"Hall, Oconnell and Wilson",Automotive,AI Product Manager,"Power BI, R, C++, TensorFlow, Python",Mid,Full-time,"Careyland, MN",2024-09-24,Mid,Scikit-learn,45843.0,74772.0
629,630,Harris Ltd,Automotive,Data Analyst,"PyTorch, FastAPI, MLflow, C++, Pandas, NumPy",Entry,Internship,"South Keith, UY",2024-07-18,Startup,"MLflow, Scikit-learn",132168.0,172436.0
630,631,Barajas-Wilson,Healthcare,Quant Researcher,"AWS, Pandas, FastAPI, R",Mid,Full-time,"West Christopher, AR",2024-07-18,Large,"KDB+, LangChain, Scikit-learn",140975.0,223314.0
631,632,Olsen and Sons,Finance,Quant Researcher,"Pandas, Hugging Face, LangChain, Reinforcement Learning",Senior,Full-time,"Michelleview, AE",2024-02-21,Startup,"MLflow, PyTorch, Scikit-learn",72912.0,124424.0
632,633,Adams-Bautista,Education,Data Scientist,"Excel, Power BI, Azure, NumPy, Hugging Face, LangChain",Mid,Full-time,"South Maryshire, DO",2025-05-24,Mid,Scikit-learn,92203.0,179621.0
633,634,Montgomery-Bell,Healthcare,ML Engineer,"Power BI, TensorFlow, Python, Azure, C++, SQL",Mid,Contract,"Carpenterfurt, MV",2025-04-27,Mid,"FastAPI, MLflow, LangChain",132423.0,178710.0
634,635,Case PLC,Healthcare,Quant Researcher,"MLflow, PyTorch, Azure, R, Python, GCP",Mid,Internship,"Millerborough, MH",2024-08-24,Large,"LangChain, KDB+, Scikit-learn",43526.0,142128.0
635,636,Fisher LLC,Retail,Data Analyst,"Pandas, AWS, MLflow, TensorFlow",Mid,Full-time,"Jacquelineburgh, ME",2024-12-08,Startup,TensorFlow,100197.0,176071.0
636,637,Morgan Group,Automotive,Data Analyst,"Keras, FastAPI, Python, Excel, AWS",Senior,Internship,"South Jameshaven, TT",2025-06-13,Startup,"PyTorch, TensorFlow, Scikit-learn",104596.0,158369.0
637,638,Weiss Inc,Education,AI Product Manager,"Power BI, MLflow, FastAPI, R, TensorFlow, NumPy",Mid,Full-time,"North John, IE",2024-02-29,Startup,"TensorFlow, FastAPI, LangChain",128933.0,143658.0
638,639,"Mendoza, Bishop and Wade",Automotive,NLP Engineer,"GCP, FastAPI, Excel",Senior,Full-time,"South Omarshire, DO",2024-05-07,Mid,"MLflow, TensorFlow",111144.0,184492.0
639,640,Stephenson and Sons,Healthcare,NLP Engineer,"AWS, C++, MLflow",Entry,Full-time,"Thomasshire, TT",2025-02-11,Large,MLflow,147850.0,183922.0
640,641,Hernandez-Robles,Automotive,AI Researcher,"Keras, TensorFlow, R, Azure",Mid,Contract,"Craigside, JM",2024-12-31,Mid,"BigQuery, LangChain",140539.0,204807.0
641,642,"Carter, Gordon and Hurst",Finance,ML Engineer,"AWS, Azure, Flask, Reinforcement Learning, TensorFlow, Excel",Senior,Contract,"South Cynthia, GB",2024-02-12,Startup,"FastAPI, KDB+, TensorFlow",60724.0,86033.0
642,643,Thomas and Sons,E-commerce,NLP Engineer,"Excel, Flask, Hugging Face, TensorFlow",Entry,Contract,"Garzashire, BT",2025-03-21,Mid,MLflow,71064.0,107425.0
643,644,Love LLC,Education,AI Researcher,"CUDA, TensorFlow, FastAPI, Power BI, LangChain, MLflow",Entry,Contract,"North Dianaland, GR",2024-06-03,Startup,KDB+,41074.0,139585.0
644,645,Ingram-Long,Tech,ML Engineer,"R, AWS, Python, MLflow",Entry,Internship,"Johnstad, MK",2024-04-05,Mid,"FastAPI, BigQuery, PyTorch",88875.0,140496.0
645,646,"Zavala, Jones and Williams",Tech,AI Researcher,"Python, FastAPI, MLflow, LangChain",Mid,Internship,"Hallport, BE",2023-10-19,Large,PyTorch,42720.0,114323.0
646,647,"Leon, May and Wilson",Education,ML Engineer,"LangChain, Python, AWS",Entry,Full-time,"Jessicamouth, MY",2024-10-10,Large,"PyTorch, LangChain, KDB+",48928.0,97457.0
647,648,Norton-Flores,E-commerce,Quant Researcher,"LangChain, R, Azure, CUDA",Entry,Contract,"Sanchezfurt, TJ",2023-10-19,Startup,"Scikit-learn, BigQuery, PyTorch",62352.0,118360.0
648,649,"Brown, Ross and Wright",Retail,Data Scientist,"Hugging Face, Scikit-learn, Excel, SQL",Entry,Full-time,"Jillfort, JM",2023-11-28,Mid,TensorFlow,71987.0,127174.0
649,650,"Townsend, Jenkins and Johnson",Tech,Quant Researcher,"Reinforcement Learning, LangChain, CUDA",Senior,Internship,"West Joshuabury, KN",2024-04-29,Startup,"BigQuery, Scikit-learn, FastAPI",96588.0,159646.0
650,651,"Riddle, Hicks and Thompson",E-commerce,NLP Engineer,"Keras, C++, Azure, FastAPI, CUDA, Scikit-learn",Entry,Remote,"Lake Melissafort, DJ",2023-12-16,Mid,Scikit-learn,112609.0,189278.0
651,652,"Herrera, Moore and Braun",Automotive,AI Product Manager,"CUDA, C++, Excel",Senior,Full-time,"North Kyleborough, BB",2025-07-15,Mid,"BigQuery, TensorFlow, FastAPI",63732.0,99367.0
652,653,Jones LLC,Healthcare,AI Product Manager,"R, Hugging Face, Excel, Keras",Entry,Remote,"Mariabury, GQ",2024-12-07,Mid,FastAPI,139447.0,224946.0
653,654,Jones-Ortiz,Education,ML Engineer,"LangChain, TensorFlow, C++, Power BI, MLflow, AWS",Mid,Contract,"West Michaelview, MN",2024-02-25,Large,"LangChain, Scikit-learn, PyTorch",130455.0,143201.0
654,655,Howe-Gallagher,Healthcare,Computer Vision Engineer,"Python, Keras, CUDA, PyTorch, MLflow, NumPy",Mid,Remote,"Gilbertbury, DE",2024-07-17,Mid,PyTorch,69015.0,94367.0
655,656,Ellis-Bailey,Tech,Quant Researcher,"C++, Power BI, Pandas",Mid,Full-time,"New Kristenburgh, VN",2025-06-11,Large,BigQuery,70351.0,86518.0
656,657,Robinson Group,Education,NLP Engineer,"Scikit-learn, PyTorch, R, FastAPI, Excel, NumPy",Mid,Internship,"South Daniel, OM",2025-06-01,Mid,"KDB+, BigQuery, FastAPI",49069.0,65157.0
657,658,Goodwin-Ramirez,Education,NLP Engineer,"Hugging Face, FastAPI, C++, CUDA",Mid,Internship,"New Vanessa, JO",2024-11-16,Startup,BigQuery,74463.0,103688.0
658,659,Bennett-Jackson,Healthcare,Quant Researcher,"Reinforcement Learning, TensorFlow, SQL, Flask, C++, Keras",Entry,Internship,"Whitemouth, ZM",2025-06-28,Large,"LangChain, MLflow, KDB+",137479.0,173706.0
659,660,Bean-Chavez,Finance,AI Product Manager,"Pandas, NumPy, TensorFlow, R",Entry,Internship,"Jordanside, KR",2025-06-13,Large,"TensorFlow, LangChain",51735.0,71615.0
660,661,"Goodwin, Harrison and Lopez",Education,ML Engineer,"Azure, PyTorch, R, Scikit-learn, AWS, Excel",Mid,Internship,"Davidtown, AM",2025-01-24,Startup,BigQuery,105183.0,136608.0
661,662,Gardner-Li,Finance,ML Engineer,"Excel, SQL, GCP, Hugging Face, R",Entry,Internship,"Dustinberg, UZ",2024-12-21,Startup,"FastAPI, LangChain",80869.0,128578.0
662,663,Robinson-Hill,Healthcare,Computer Vision Engineer,"Excel, CUDA, GCP, Reinforcement Learning, TensorFlow",Senior,Internship,"Lake Melissahaven, TM",2025-01-15,Large,KDB+,94999.0,167994.0
663,664,Moore Inc,Automotive,AI Researcher,"Keras, Hugging Face, R",Senior,Internship,"Aimeestad, KM",2025-03-28,Startup,FastAPI,98295.0,166881.0
664,665,"Fisher, Miller and Duarte",Automotive,AI Researcher,"Azure, Scikit-learn, Python, AWS, LangChain, C++",Entry,Full-time,"West Cassie, MD",2023-11-09,Startup,TensorFlow,84355.0,154595.0
665,666,"Clayton, Pratt and Stone",Healthcare,NLP Engineer,"PyTorch, Excel, Scikit-learn, TensorFlow",Entry,Internship,"Stephanieside, AF",2025-05-03,Mid,BigQuery,108703.0,131026.0
666,667,"Jones, Spencer and Bowers",Retail,Data Scientist,"Scikit-learn, GCP, AWS, FastAPI, Excel, Pandas",Entry,Internship,"Mooreside, GB",2025-01-31,Large,Scikit-learn,45561.0,84324.0
667,668,Lyons Inc,Finance,NLP Engineer,"CUDA, R, GCP",Senior,Remote,"Wangside, UZ",2024-11-13,Large,"BigQuery, KDB+",50662.0,146281.0
668,669,Robinson PLC,Education,Data Analyst,"FastAPI, C++, Azure, Reinforcement Learning, CUDA",Senior,Internship,"West Brittanyland, MW",2025-02-10,Large,"PyTorch, BigQuery",75939.0,118168.0
669,670,"Lopez, Davis and Greene",Automotive,ML Engineer,"LangChain, Azure, CUDA, GCP",Entry,Full-time,"Johnsonland, SM",2024-08-10,Mid,"KDB+, LangChain, PyTorch",75976.0,154691.0
670,671,"Williams, Romero and Goodwin",Automotive,Data Scientist,"Azure, PyTorch, Excel, R, NumPy",Entry,Remote,"Gregorybury, MM",2023-10-15,Startup,"PyTorch, Scikit-learn, KDB+",58623.0,100250.0
671,672,Martinez LLC,E-commerce,Computer Vision Engineer,"R, MLflow, AWS, Flask, C++",Senior,Internship,"Timothytown, KZ",2025-07-27,Large,"TensorFlow, FastAPI",95737.0,120978.0
672,673,Lopez-Hughes,E-commerce,Quant Researcher,"AWS, Reinforcement Learning, TensorFlow, FastAPI, SQL, Power BI",Senior,Remote,"Kentville, BT",2025-01-12,Startup,"LangChain, PyTorch, BigQuery",86038.0,117214.0
673,674,"Palmer, Moody and Wallace",Tech,NLP Engineer,"CUDA, NumPy, Power BI, Azure, C++",Entry,Internship,"South Amanda, BE",2024-12-30,Startup,"PyTorch, MLflow, KDB+",52929.0,148174.0
674,675,Lawrence PLC,Retail,Computer Vision Engineer,"SQL, Flask, FastAPI, Pandas, Power BI",Senior,Contract,"Saraview, BR",2025-08-12,Mid,"FastAPI, PyTorch, MLflow",94926.0,180475.0
675,676,Harrison-Stevenson,Education,NLP Engineer,"GCP, Excel, NumPy, Azure, R, Pandas",Mid,Internship,"Barberfurt, AD",2024-01-26,Large,"MLflow, BigQuery",80350.0,124373.0
676,677,Webb-Garcia,Retail,ML Engineer,"Python, MLflow, Reinforcement Learning, Power BI, Flask",Mid,Internship,"Andreaton, RO",2025-07-31,Large,LangChain,141317.0,189797.0
677,678,Williams-Leonard,Tech,Data Scientist,"Flask, GCP, MLflow, Keras, CUDA, AWS",Mid,Internship,"Samuelside, BI",2024-01-25,Large,KDB+,144921.0,242601.0
678,679,Fox Group,Automotive,AI Researcher,"TensorFlow, C++, AWS, GCP",Entry,Contract,"West Madisonchester, NP",2024-06-30,Large,"BigQuery, MLflow",78021.0,138369.0
679,680,"Taylor, Ruiz and Hernandez",Education,AI Product Manager,"Azure, LangChain, C++, NumPy, MLflow",Senior,Contract,"East Davidbury, SK",2025-03-15,Large,"Scikit-learn, LangChain, TensorFlow",69902.0,164688.0
680,681,"Taylor, Thompson and Good",Retail,Computer Vision Engineer,"Scikit-learn, C++, LangChain, CUDA, Excel, Flask",Entry,Remote,"South Patriciaport, RS",2025-02-08,Startup,PyTorch,149757.0,220531.0
681,682,"Wheeler, Hall and Gonzalez",Healthcare,AI Researcher,"Excel, AWS, Flask, NumPy",Entry,Remote,"New Devinview, AG",2025-05-09,Mid,LangChain,115186.0,147382.0
682,683,"Bell, Jones and Munoz",Healthcare,AI Product Manager,"FastAPI, Keras, MLflow",Mid,Full-time,"Angelastad, DE",2023-10-18,Large,FastAPI,48248.0,92417.0
683,684,"Moyer, Nelson and Johnston",Healthcare,Computer Vision Engineer,"Keras, PyTorch, TensorFlow, Scikit-learn, Azure",Mid,Full-time,"Jordanport, NG",2024-02-09,Large,KDB+,111819.0,139639.0
684,685,"Shepard, Anderson and Robinson",Retail,Quant Researcher,"Excel, CUDA, Reinforcement Learning",Mid,Full-time,"Lake Stacey, SE",2024-10-13,Startup,"TensorFlow, LangChain, PyTorch",129844.0,163112.0
685,686,Smith and Sons,Automotive,AI Researcher,"Hugging Face, GCP, Azure",Entry,Full-time,"Collinsland, MA",2024-09-10,Mid,MLflow,121208.0,201513.0
686,687,"Mathews, Chavez and Scott",Healthcare,Quant Researcher,"LangChain, AWS, NumPy, Flask, GCP, Excel",Senior,Full-time,"Hamiltonport, WS",2025-01-12,Startup,LangChain,107216.0,196778.0
687,688,Wiley LLC,Retail,AI Researcher,"SQL, NumPy, Excel, Pandas, Python",Mid,Internship,"West Manuel, RW",2025-07-11,Startup,LangChain,41764.0,136739.0
688,689,"Lawrence, Smith and Powell",Tech,Data Analyst,"Reinforcement Learning, Flask, CUDA",Senior,Contract,"North Jessicamouth, BT",2024-01-15,Large,BigQuery,147895.0,196134.0
689,690,"Allen, Harvey and Jordan",Retail,NLP Engineer,"C++, GCP, Pandas, MLflow, TensorFlow",Senior,Full-time,"Montoyabury, AR",2025-06-29,Large,TensorFlow,47192.0,145078.0
690,691,Shaw-Knapp,Automotive,AI Product Manager,"Reinforcement Learning, C++, PyTorch, AWS, Azure",Mid,Internship,"North Williamside, FJ",2024-07-28,Large,"FastAPI, LangChain, KDB+",48979.0,87015.0
691,692,Phillips Ltd,Automotive,Computer Vision Engineer,"LangChain, PyTorch, GCP, AWS, C++, Azure",Mid,Full-time,"North Davidshire, WS",2025-03-16,Startup,"TensorFlow, PyTorch",70473.0,136805.0
692,693,Lang-Hill,Retail,Computer Vision Engineer,"Hugging Face, Flask, LangChain, TensorFlow, Pandas, FastAPI",Entry,Full-time,"Stephanieville, DE",2024-09-02,Mid,"TensorFlow, BigQuery, FastAPI",101941.0,151649.0
693,694,Hernandez LLC,Tech,Computer Vision Engineer,"PyTorch, C++, Python, TensorFlow, Power BI",Mid,Contract,"Danielberg, DZ",2025-03-24,Large,"Scikit-learn, BigQuery",79422.0,131027.0
694,695,"Bradford, Ryan and Edwards",Automotive,NLP Engineer,"FastAPI, Excel, TensorFlow",Senior,Full-time,"Port Austinfort, SZ",2024-01-19,Large,"LangChain, Scikit-learn, KDB+",104607.0,198261.0
695,696,Lang PLC,Education,Data Analyst,"Power BI, TensorFlow, Keras",Entry,Full-time,"Jaredberg, LT",2023-11-25,Large,FastAPI,142297.0,230635.0
696,697,Rivas Inc,Healthcare,Data Analyst,"Pandas, TensorFlow, Keras, Python, Excel",Mid,Full-time,"West Rick, CY",2024-11-11,Mid,BigQuery,129959.0,183290.0
697,698,Spencer-Watson,Automotive,NLP Engineer,"MLflow, C++, Excel",Senior,Remote,"Wilsonfurt, VU",2025-02-19,Startup,FastAPI,78350.0,92888.0
698,699,"Ward, Morton and Taylor",Education,AI Product Manager,"Azure, Flask, Keras, Scikit-learn, Reinforcement Learning, GCP",Mid,Full-time,"Lisaview, GM",2024-06-11,Startup,"KDB+, MLflow, Scikit-learn",76271.0,164679.0
699,700,"Deleon, Waters and Perez",Tech,Quant Researcher,"NumPy, PyTorch, R, Flask, Python, Keras",Senior,Internship,"Lake Michael, AU",2024-04-18,Startup,PyTorch,55587.0,97947.0
700,701,"Thomas, Park and Smith",Healthcare,Quant Researcher,"CUDA, Excel, Azure, NumPy",Senior,Internship,"North Shaneland, LB",2024-01-07,Mid,"TensorFlow, MLflow, KDB+",127145.0,147633.0
701,702,Wilcox PLC,Tech,Data Analyst,"NumPy, Pandas, Excel",Mid,Remote,"East Leonard, CM",2024-07-21,Mid,"PyTorch, FastAPI, BigQuery",143724.0,226912.0
702,703,Sanders-English,E-commerce,NLP Engineer,"NumPy, AWS, Reinforcement Learning, Scikit-learn, MLflow",Entry,Contract,"Jeanettefurt, SL",2024-12-26,Mid,FastAPI,89162.0,143952.0
703,704,Jackson-Johnson,Education,Quant Researcher,"Flask, Keras, FastAPI, Azure, TensorFlow",Mid,Internship,"Smithton, BH",2024-04-25,Mid,"PyTorch, KDB+, MLflow",91063.0,117193.0
704,705,"Morgan, Moore and Ramirez",Automotive,Quant Researcher,"SQL, Excel, GCP, Keras, FastAPI, MLflow",Mid,Remote,"Alexanderfurt, BE",2024-12-16,Startup,"KDB+, MLflow, TensorFlow",141577.0,165447.0
705,706,Ellis PLC,Healthcare,Quant Researcher,"Hugging Face, MLflow, Reinforcement Learning",Entry,Contract,"Youngton, WS",2023-10-06,Large,LangChain,54193.0,88474.0
706,707,Rojas-Mckinney,Tech,ML Engineer,"FastAPI, Reinforcement Learning, PyTorch",Senior,Contract,"East Anthony, CM",2025-04-13,Startup,"Scikit-learn, TensorFlow",112652.0,183753.0
707,708,Gilbert-Gonzalez,Tech,Quant Researcher,"CUDA, NumPy, Flask, LangChain, Power BI, Azure",Senior,Full-time,"West Anthonyfurt, CV",2025-02-09,Startup,LangChain,92645.0,120926.0
708,709,Martinez-Martin,E-commerce,Data Analyst,"Power BI, Pandas, CUDA",Mid,Full-time,"Port Brian, LC",2025-01-14,Large,FastAPI,64523.0,119477.0
709,710,Ayers-Davis,Education,Computer Vision Engineer,"Hugging Face, Flask, Power BI, Pandas, Excel",Senior,Full-time,"Tracyshire, SC",2024-11-02,Startup,Scikit-learn,118063.0,139054.0
710,711,Mcintosh Inc,Automotive,Computer Vision Engineer,"R, PyTorch, Flask, GCP, Hugging Face",Senior,Full-time,"Jameshaven, CF",2024-08-27,Mid,"MLflow, KDB+",136125.0,171741.0
711,712,"Barnes, Cervantes and Ramos",Retail,NLP Engineer,"PyTorch, Scikit-learn, C++, Azure",Senior,Remote,"Kristinaville, LT",2023-12-21,Mid,"LangChain, MLflow",89832.0,168332.0
712,713,Harris-Flores,Automotive,Quant Researcher,"PyTorch, MLflow, Scikit-learn",Entry,Internship,"Donnaland, FJ",2024-04-10,Startup,"MLflow, LangChain, PyTorch",58051.0,72433.0
713,714,"Montgomery, Bradley and Brandt",Education,AI Researcher,"Azure, Reinforcement Learning, SQL, LangChain",Entry,Remote,"North Royborough, IR",2024-03-13,Startup,"MLflow, BigQuery",118098.0,180405.0
714,715,Wright-Ochoa,E-commerce,NLP Engineer,"R, C++, Keras",Mid,Full-time,"Williamsfort, BZ",2025-05-01,Startup,"PyTorch, FastAPI, TensorFlow",130644.0,162308.0
715,716,Sanders Group,Finance,NLP Engineer,"C++, Pandas, FastAPI, MLflow, Excel",Entry,Internship,"Port Robinchester, NG",2024-10-08,Large,TensorFlow,44826.0,136391.0
